19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,Age,Education,Gender
91,87,83,79,75,71,67,63,59,55,51,47,43,40,36,32,28,24,20,16,1,1,1
92,88,84,80,76,72,68,64,60,56,52,48,44,40,36,32,29,25,21,17,2,3,2
93,89,85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,17,3,6,1
93,89,86,82,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,18,5,2,2
94,91,87,83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,1,5,2
89,85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,17,13,3,2,1
89,85,81,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,18,14,4,4,2
90,86,82,78,74,70,66,62,58,54,50,46,43,39,35,31,27,23,19,15,1,1,2
91,87,83,79,75,71,67,63,59,55,51,47,43,39,35,31,28,24,20,16,2,4,1
92,88,84,80,76,72,68,64,60,56,52,48,44,40,36,33,29,25,21,17,3,6,2
86,83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,15,11,5,3,1
87,83,79,75,72,68,64,60,56,52,48,44,40,36,32,28,24,20,16,12,1,6,1
88,84,80,76,72,68,64,60,56,52,48,44,40,37,33,29,25,21,17,13,3,2,2
89,85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,22,18,14,4,5,1
90,86,82,78,74,70,66,62,58,54,50,46,42,38,34,30,27,23,19,15,1,2,1
84,80,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,17,13,9,2,4,2
85,81,77,73,69,66,62,58,54,50,46,42,38,34,30,26,22,18,14,10,4,1,1
86,82,78,74,70,66,62,58,54,50,46,42,38,34,31,27,23,19,15,11,5,3,2
87,83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,16,12,1,6,2
88,84,80,76,72,68,64,60,56,52,48,44,40,36,32,28,25,21,17,13,3,3,1
82,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,19,15,11,7,4,5,2
83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,15,11,8,1,2,2
83,80,76,72,68,64,60,56,52,48,44,40,36,32,28,24,20,16,12,8,2,5,1
84,80,76,72,68,65,61,57,53,49,45,41,37,33,29,25,21,17,13,9,4,1,2
85,81,77,73,70,66,62,58,54,50,46,42,38,34,30,26,22,18,14,10,5,4,1
79,75,71,67,64,60,56,52,48,44,40,36,32,28,24,20,16,12,8,4,2,1,1
80,76,72,68,64,60,56,53,49,45,41,37,33,29,25,21,17,13,9,5,3,3,2
81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,22,18,14,10,6,4,6,1
82,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,18,14,10,6,1,3,1
83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,15,12,8,2,5,2
93,89,85,81,77,73,69,65,61,57,53,49,46,42,38,34,30,26,22,18,4,2,1
